"Date","Demographic.Level","Not.at.all","Somewhat","Moderately","Very","Extremely"
"5.2.24","Female Liberal Democrats",0,12,11,35,42
"5.2.24","Female Other",6,17,22,30,26
"5.2.24","Female SNP",0,9,19,35,37
"5.2.24","Male Brexit Party",15,7,27,25,26
"5.2.24","Male Conservatives",10,13,25,26,26
"5.2.24","Male Greens",0,2,7,31,61
"5.2.24","Male Labour",2,10,18,31,39
"5.2.24","Male Liberal Democrats",0,11,16,22,51
"5.2.24","Male Other",2,7,7,31,52
"5.2.24","Male SNP",6,18,17,18,40
"5.2.24","18-24 Asian",0,27,8,43,22
"5.2.24","18-24 Black",0,13,57,7,23
"5.2.24","18-24 Mixed",0,6,0,34,60
"5.2.24","18-24 Other",0,3,0,2,94
"5.2.24","18-24 White",0,13,19,30,38
"5.2.24","25-49 Asian",0,15,32,31,22
"5.2.24","25-49 Black",0,13,15,26,46
"5.2.24","25-49 Mixed",0,0,24,23,54
"5.2.24","25-49 Other",5,0,73,11,11
"5.2.24","25-49 White",4,9,20,35,32
"5.2.24","50-64 Asian",1,8,14,33,44
"5.2.24","50-64 Black",0,0,14,60,26
"5.2.24","50-64 Mixed",0,0,0,100,0
"5.2.24","50-64 Other",0,0,64,2,34
"5.2.24","50-64 White",8,11,20,26,35
"5.2.24","65+ Asian",22,18,19,11,29
"5.2.24","65+ Black",0,34,0,0,66
"5.2.24","65+ Mixed",0,0,0,0,100
"5.2.24","65+ Other",2,0,0,1,97
"5.2.24","65+ White",5,13,21,29,32
"5.2.24","18-24 Brexit Party",0,0,83,0,17
"5.2.24","18-24 Conservatives",0,12,23,37,28
"5.2.24","18-24 Greens",0,0,12,36,52
"5.2.24","18-24 Labour",0,10,16,34,40
"5.2.24","18-24 Liberal Democrats",0,22,11,11,56
"5.2.24","18-24 Other",0,0,6,12,82
"5.2.24","18-24 SNP",0,63,36,1,0
"5.2.24","25-49 Brexit Party",32,16,45,0,7
"5.2.24","25-49 Conservatives",5,13,34,28,20
"5.2.24","25-49 Greens",0,2,9,37,52
"5.2.24","25-49 Labour",2,7,16,38,37
"5.2.24","25-49 Liberal Democrats",0,12,18,34,37
"5.2.24","25-49 Other",6,11,17,35,31
"5.2.24","25-49 SNP",0,6,16,28,51
"5.2.24","50-64 Brexit Party",17,10,15,36,22
"5.2.24","50-64 Conservatives",10,14,24,26,25
"5.2.24","50-64 Greens",0,0,11,23,66
"5.2.24","50-64 Labour",4,4,17,28,47
"5.2.24","50-64 Liberal Democrats",0,6,14,37,43
"5.2.24","50-64 Other",7,15,15,35,28
"5.2.24","50-64 SNP",3,6,19,33,40
"5.2.24","65+ Brexit Party",0,0,28,19,53
"5.2.24","65+ Conservatives",7,14,20,22,36
"5.2.24","65+ Greens",0,0,0,29,71
"5.2.24","65+ Labour",0,12,9,27,52
"5.2.24","65+ Liberal Democrats",0,13,7,16,63
"5.2.24","65+ Other",0,10,8,28,54
"5.2.24","65+ SNP",14,0,9,38,39
"5.2.24","Asian Brexit Party",0,0,53,0,47
"5.2.24","Asian Conservatives",6,18,23,30,23
"5.2.24","Asian Greens",0,0,0,0,100
"5.2.24","Asian Labour",1,14,18,40,26
"5.2.24","Asian Liberal Democrats",0,22,38,20,20
"5.2.24","Asian Other",0,0,0,100,0
"5.2.24","Asian SNP",3,20,36,0,40
"5.2.24","Black Brexit Party",0,0,0,0,100
"5.2.24","Black Conservatives",0,14,9,18,59
"5.2.24","Black Greens",0,0,0,0,100
"5.2.24","Black Labour",0,6,26,32,36
"5.2.24","Black Liberal Democrats",0,83,6,11,0
"5.2.24","Black Other",0,12,57,0,32
"5.2.24","Black SNP",0,8,11,0,81
"5.2.24","Mixed Brexit Party",0,0,0,12,87
"5.2.24","Mixed Conservatives",0,0,6,19,74
"5.2.24","Mixed Greens",0,0,0,11,89
"5.2.24","Mixed Labour",0,0,11,22,67
"5.2.24","Mixed Liberal Democrats",0,0,0,20,80
"5.2.24","Mixed Other",0,0,0,9,91
"5.2.24","Mixed SNP",0,23,0,8,69
"5.2.24","Other Brexit Party",0,0,19,0,81
"5.2.24","Other Conservatives",0,0,31,0,69
"5.2.24","Other Greens",0,0,39,0,61
"5.2.24","Other Labour",5,0,21,6,68
"5.2.24","Other Liberal Democrats",0,0,44,0,56
"5.2.24","Other Ethnicity Other Party",0,0,29,21,50
"5.2.24","Other SNP",28,9,0,57,6
"5.2.24","White Brexit Party",18,10,33,22,17
"5.2.24","White Conservatives",8,15,27,27,22
"5.2.24","White Greens",0,1,9,39,50
"5.2.24","White Labour",2,8,14,35,41
"5.2.24","White Liberal Democrats",0,7,11,32,50
"5.2.24","White Other",5,13,11,28,44
"5.2.24","White SNP",2,13,18,31,36
"2.4.24","National",6,11,21,32,30
"2.4.24","Female",5,10,20,32,33
"2.4.24","Male",6,12,23,32,27
"2.4.24","18-24",4,9,18,32,37
"2.4.24","25-49",6,11,22,32,29
"2.4.24","50-64",6,11,22,32,30
"2.4.24","65+",6,12,22,32,28
"2.4.24","Asian",7,13,23,31,26
"2.4.24","Black",7,13,23,31,25
"2.4.24","Mixed",4,9,19,32,35
"2.4.24","Other",6,12,22,32,28
"2.4.24","White",6,11,21,32,30
"2.4.24","Brexit Party",11,19,28,27,15
"2.4.24","Conservatives",8,15,26,31,20
"2.4.24","Greens",1,3,9,26,59
"2.4.24","Labour",4,8,18,34,37
"2.4.24","Liberal Democrats",3,7,16,33,41
"2.4.24","Other",4,9,20,34,33
"2.4.24","SNP",4,8,19,34,35
"2.4.24","Female 18-24",3,6,14,31,46
"2.4.24","Female 25-49",5,10,20,32,32
"2.4.24","Female 50-64",6,12,22,32,29
"2.4.24","Female 65+",5,10,20,32,33
"2.4.24","Male 18-24",6,11,21,32,30
"2.4.24","Male 25-49",7,12,23,32,26
"2.4.24","Male 50-64",5,11,21,32,31
"2.4.24","Male 65+",8,14,24,31,23
"2.4.24","Female Asian",6,11,22,32,29
"2.4.24","Female Black",6,11,22,32,29
"2.4.24","Female Mixed",4,8,17,32,39
"2.4.24","Female Other",5,10,20,32,33
"2.4.24","Female White",5,10,20,32,33
"2.4.24","Male Asian",8,14,24,31,23
"2.4.24","Male Black",8,15,25,30,22
"2.4.24","Male Mixed",5,11,21,32,31
"2.4.24","Male Other",7,13,24,31,25
"2.4.24","Male White",6,12,22,32,28
"2.4.24","Female Brexit Party",10,18,28,28,16
"2.4.24","Female Conservatives",7,14,25,32,22
"2.4.24","Female Greens",1,3,9,25,62
"2.4.24","Female Labour",3,7,16,33,40
"2.4.24","Female Liberal Democrats",3,6,15,32,45
"2.4.24","Female Other",4,8,18,34,37
"2.4.24","Female SNP",3,8,18,34,38
"2.4.24","Male Brexit Party",12,20,28,26,14
"2.4.24","Male Conservatives",9,16,27,30,18
"2.4.24","Male Greens",2,4,10,28,56
"2.4.24","Male Labour",4,9,19,34,34
"2.4.24","Male Liberal Democrats",3,7,17,34,39
"2.4.24","Male Other",5,10,21,34,31
"2.4.24","Male SNP",4,9,20,34,32
"2.4.24","18-24 Asian",5,10,20,32,32
"2.4.24","18-24 Black",5,10,20,32,33
"2.4.24","18-24 Mixed",3,7,16,31,43
"2.4.24","18-24 Other",4,9,18,32,37
"2.4.24","18-24 White",4,8,18,32,38
"2.4.24","25-49 Asian",7,13,23,31,25
"2.4.24","25-49 Black",7,13,23,31,26
"2.4.24","25-49 Mixed",4,9,19,32,35
"2.4.24","25-49 Other",6,11,22,32,29
"2.4.24","25-49 White",6,11,21,32,30
"2.4.24","50-64 Asian",7,13,24,31,25
"2.4.24","50-64 Black",7,13,23,31,26
"2.4.24","50-64 Mixed",4,9,19,32,35
"2.4.24","50-64 Other",6,11,22,32,29
"2.4.24","50-64 White",6,11,21,32,30
"2.4.24","65+ Asian",7,14,24,31,24
"2.4.24","65+ Black",8,15,25,30,22
"2.4.24","65+ Mixed",5,10,20,32,33
"2.4.24","65+ Other",7,13,24,31,25
"2.4.24","65+ White",6,12,22,32,29
"2.4.24","18-24 Brexit Party",13,21,29,25,13
"2.4.24","18-24 Conservatives",8,15,26,30,20
"2.4.24","18-24 Greens",1,3,9,25,62
"2.4.24","18-24 Labour",3,7,16,33,42
"2.4.24","18-24 Liberal Democrats",3,6,15,32,44
"2.4.24","18-24 Other",4,9,20,34,33
"2.4.24","18-24 SNP",4,8,18,33,37
"2.4.24","25-49 Brexit Party",13,21,29,25,13
"2.4.24","25-49 Conservatives",9,17,27,29,17
"2.4.24","25-49 Greens",2,4,10,28,56
"2.4.24","25-49 Labour",4,8,19,34,35
"2.4.24","25-49 Liberal Democrats",3,7,17,34,38
"2.4.24","25-49 Other",5,10,22,34,29
"2.4.24","25-49 SNP",4,9,20,34,32
"2.4.24","50-64 Brexit Party",10,18,28,28,16
"2.4.24","50-64 Conservatives",8,15,26,31,20
"2.4.24","50-64 Greens",1,3,9,26,60
"2.4.24","50-64 Labour",3,7,17,34,39
"2.4.24","50-64 Liberal Democrats",3,6,15,33,43
"2.4.24","50-64 Other",4,8,19,34,35
"2.4.24","50-64 SNP",4,8,18,34,36
"2.4.24","65+ Brexit Party",11,18,28,28,16
"2.4.24","65+ Conservatives",8,14,25,31,21
"2.4.24","65+ Greens",1,3,8,24,63
"2.4.24","65+ Labour",3,7,16,33,41
"2.4.24","65+ Liberal Democrats",3,6,15,32,44
"2.4.24","65+ Other",4,8,19,34,35
"2.4.24","65+ SNP",4,8,18,34,37
"2.4.24","Asian Brexit Party",14,22,29,23,12
"2.4.24","Asian Conservatives",10,18,28,28,16
"2.4.24","Asian Greens",2,4,11,29,53
"2.4.24","Asian Labour",4,9,20,34,32
"2.4.24","Asian Liberal Democrats",4,8,19,34,35
"2.4.24","Asian Other",6,11,23,33,27
"2.4.24","Asian SNP",5,10,22,34,29
"2.4.24","Black Brexit Party",14,22,29,24,12
"2.4.24","Black Conservatives",10,18,28,28,16
"2.4.24","Black Greens",2,4,11,29,54
"2.4.24","Black Labour",4,9,20,34,33
"2.4.24","Black Liberal Democrats",4,8,18,34,36
"2.4.24","Black Other",5,11,22,34,28
"2.4.24","Black SNP",5,10,21,34,30
"2.4.24","Mixed Brexit Party",9,16,27,30,18
"2.4.24","Mixed Conservatives",6,12,24,33,25
"2.4.24","Mixed Greens",1,3,7,23,66
"2.4.24","Mixed Labour",3,6,15,32,45
"2.4.24","Mixed Liberal Democrats",2,5,13,31,49
"2.4.24","Mixed Other",3,7,17,33,40
"2.4.24","Mixed SNP",3,7,16,33,41
"2.4.24","Other Brexit Party",12,20,28,26,14
"2.4.24","Other Conservatives",9,16,27,30,19
"2.4.24","Other Greens",2,4,10,27,58
"2.4.24","Other Labour",4,8,18,34,37
"2.4.24","Other Liberal Democrats",3,7,16,33,40
"2.4.24","Other Other",5,10,21,34,31
"2.4.24","Other SNP",4,9,19,34,34
"2.4.24","White Brexit Party",11,19,28,27,15
"2.4.24","White Conservatives",8,15,26,31,20
"2.4.24","White Greens",1,3,9,26,60
"2.4.24","White Labour",3,7,17,34,38
"2.4.24","White Liberal Democrats",3,6,16,33,42
"2.4.24","White Other",4,9,20,34,33
"2.4.24","White SNP",4,8,19,34,35
